city_code,city_name,postal_code,department_code,latitude,longitude
36001,Aigurande,36140,36,46.45717300357214,1.848947437090807
36002,Aize,36150,36,47.10477112623336,1.7061383193164161
36003,Ambrault,36120,36,46.7860430654805,1.9496181248537725
36004,Anjouin,36210,36,47.20204931756349,1.8076794545035035
36005,Ardentes,36120,36,46.73731683246986,1.8150560137747451
36006,Argenton Sur Creuse,36200,36,46.5751825431553,1.4939847174206995
36007,Argy,36500,36,46.94083319427685,1.4631530882364596
36008,Arpheuilles,36700,36,46.90214056103132,1.2753906605035015
36009,Arthon,36330,36,46.694952141927985,1.7156177787358127
36010,Azay Le Ferron,36290,36,46.84854457711923,1.0828994637925469
36158,Badecon Le Pin,36200,36,46.530225245778084,1.602315393134549
36011,Bagneux,36210,36,47.1703863765656,1.758750668748672
36012,Baraize,36270,36,46.48573574851757,1.5719062963559511
36013,Baudres,36110,36,47.055928731550416,1.572734694014295
36014,Bazaiges,36270,36,46.48695848276212,1.52643099130117
36015,Beaulieu,36310,36,46.388161901468564,1.2980140274741085
36016,Belabre,36370,36,46.55005952894639,1.1757106401187434
36019,Bommiers,36120,36,46.77650850712277,2.0012809403286385
36020,Bonneuil,36310,36,46.382908622252344,1.2456207847333514
36022,Bouesse,36200,36,46.622384663915774,1.688646857789995
36023,Bouges Le Chateau,36110,36,47.03199891719562,1.6685777750345205
36024,Bretagne,36110,36,46.99952599634059,1.6988913873896316
36025,Briantes,36400,36,46.55109154113475,2.0273869400224664
36026,Brion,36110,36,46.947266577047,1.725271133933408
36027,Brives,36100,36,46.856412180902666,1.9200152691201189
36029,Buxeuil,36150,36,47.12730393198172,1.697304657351635
36030,Buxieres D Aillac,36230,36,46.637714873453106,1.751189928672922
36031,Buzancais,36500,36,46.88330689308838,1.420993790900805
36032,Ceaulmont,36200,36,46.530970579115284,1.5591897852634409
36033,Celon,36200,36,46.531489208219085,1.5125212580768044
36034,Chabris,36210,36,47.25301585693238,1.667195755740347
36035,Chaillac,36310,36,46.42696870484818,1.287852037256135
36036,Chalais,36370,36,46.53894574496164,1.225915538613987
36038,Champillet,36160,36,46.54736156964642,2.1096470106018366
36042,Chasseneuil,36800,36,46.65779056812481,1.490584142559384
36043,Chassignolles,36400,36,46.53295982870639,1.937842570637775
36044,Chateauroux,36000,36,46.802277269488755,1.690304827875099
36045,Chatillon Sur Indre,36700,36,46.99299367391271,1.172794336234429
36048,Chavin,36200,36,46.56497651561888,1.6108979125324634
36049,Chazelet,36170,36,46.51066193679003,1.4315039077301825
36050,Chezelles,36500,36,46.89839206008404,1.5665471470421877
36051,Chitray,36800,36,46.660791977795995,1.357741317257402
36052,Chouday,36100,36,46.92031387868599,2.058336185511861
36053,Ciron,36300,36,46.62520970465921,1.2721275955848026
36054,Clere Du Bois,36700,36,46.938630678780626,1.0981381778981274
36055,Clion,36700,36,46.94120473721864,1.2293120746221076
36056,Cluis,36340,36,46.53718234675455,1.742959065106837
36057,Coings,36130,36,46.88112990119088,1.7220159997238116
36058,Concremiers,36300,36,46.593359080329435,1.0194357153972575
36059,Conde,36100,36,46.88087518405791,1.9817352848379222
36060,Crevant,36140,36,46.47186996503087,1.941390286425897
36061,Crozon Sur Vauvre,36140,36,46.4804977968178,1.8734411950481755
36062,Cuzion,36190,36,46.46518892419685,1.612107301326386
36063,Deols,36130,36,46.83970543086497,1.7017577748769042
36064,Diors,36130,36,46.8283418582366,1.8117673526503455
36065,Diou,36260,36,47.04417640260108,2.001272874251506
36066,Douadic,36300,36,46.701372107112675,1.1142940842106657
36068,Dun Le Poelier,36210,36,47.219664125665936,1.74791351535707
36067,Dunet,36310,36,46.471980472807246,1.288238650600366
36069,Ecueille,36240,36,47.080195926385024,1.360486236576811
36070,Eguzon Chantome,36270,36,46.4286080372116,1.567535411868561
36071,Etrechet,36120,36,46.7890480099635,1.779856644297121
36073,Feusines,36160,36,46.51025911788089,2.098664153521529
36074,Flere La Riviere,36700,36,46.99821915335157,1.0932630632037026
36075,Fontenay,36150,36,47.05569078398417,1.7389651557305439
36076,Fontgombault,36220,36,46.67170453758915,0.9748009652581235
36077,Fontguenand,36600,36,47.204401633619796,1.538097204197413
36078,Fougerolles,36230,36,46.57199504195114,1.8728863963886035
36079,Francillon,36110,36,46.94505333655064,1.5580626147027865
36080,Fredille,36180,36,47.00253147965766,1.476045035753349
36081,Gargilesse Dampierre,36190,36,46.505334046657765,1.6189541337878035
36082,Gehee,36240,36,47.03806198856831,1.494955741266848
36083,Giroux,36150,36,47.06629919577712,1.911124852936072
36084,Gournay,36230,36,46.597556602224365,1.7361413393063252
36085,Guilly,36150,36,47.090880547051114,1.7346323785785684
36086,Heugnes,36180,36,47.02830733267275,1.3874763420743088
36087,Ingrandes,36300,36,46.59523610382821,0.9625737059431395
36088,Issoudun,36100,36,46.94467527237154,2.007705508838684
36089,Jeu Les Bois,36120,36,46.68106125414296,1.7931158480010851
36090,Jeu Maloches,36240,36,47.046479176485164,1.4403868097727321
36017,La Berthenoux,36400,36,46.700090446071016,2.053085184409923
36028,La Buxerette,36140,36,46.49434621812925,1.7993739723063942
36037,La Champenoise,36100,36,46.94854913509421,1.798995944512125
36040,La Chapelle Orthemale,36500,36,46.83276022542936,1.450581022475541
36041,La Chapelle St Laurian,36150,36,47.05204333110244,1.78530578835937
36046,La Chatre,36400,36,46.57089004118076,1.9928470153273234
36047,La Chatre Langlin,36170,36,46.40695131975551,1.3898861909806315
36132,La Motte Feuilly,36160,36,46.54776742623351,2.067557242461756
36157,La Perouille,36350,36,46.71282409697538,1.522468343578642
36233,La Vernelle,36600,36,47.241850727187874,1.5620071137151215
36091,Lacs,36400,36,46.592282983428774,2.03472946499912
36092,Lange,36600,36,47.0747401820754,1.5033021164848526
36018,Le Blanc,36300,36,46.63509749756701,1.095548158633556
36109,Le Magny,36400,36,46.5566154898854,1.9550175021020695
36117,Le Menoux,36200,36,46.55716723222423,1.573048338410253
36154,Le Pechereau,36200,36,46.5839495692813,1.57041449973637
36159,Le Poinconnet,36330,36,46.75440019676984,1.72565732095189
36161,Le Pont Chretien Chabenet,36800,36,46.62973074909951,1.4972857150826495
36225,Le Tranger,36700,36,46.972462495470374,1.2421658517823555
36021,Les Bordes,36100,36,46.98962160097909,1.9691897028305756
36093,Levroux,36110,36,46.97443142215155,1.591907483319316
36094,Lignac,36370,36,46.47634950417779,1.204036498187699
36095,Lignerolles,36160,36,46.49937154206706,2.165327341997188
36096,Linge,36220,36,46.75839975616558,1.1216710153832825
36097,Liniez,36150,36,47.015224829632515,1.759125721490478
36098,Lizeray,36100,36,46.981444188777175,1.899655197474785
36099,Lourdoueix St Michel,36140,36,46.417968243320914,1.721902405939777
36100,Lourouer St Laurent,36400,36,46.6175571231301,2.0210866107372847
36101,Luant,36350,36,46.72462206293489,1.5652841171200667
36102,Lucay Le Libre,36150,36,47.09383158378151,1.9146856861878006
36103,Lucay Le Male,36360,36,47.11746753567104,1.421088910229808
36104,Lurais,36220,36,46.68977776084862,0.937102921047156
36105,Lureuil,36220,36,46.74500823979634,1.0407175168476979
36106,Luzeret,36800,36,46.54872197276157,1.3893631322758027
36107,Lye,36600,36,47.21976011617154,1.4684492979024686
36108,Lys St Georges,36230,36,46.64634866327382,1.8151993778350994
36110,Maillet,36340,36,46.57972328278247,1.674112459063747
36111,Malicornay,36340,36,46.570755498202956,1.6461931263808705
36112,Maron,36120,36,46.79919132825781,1.8654779254837965
36113,Martizay,36220,36,46.80720848976498,1.040664802331832
36114,Mauvieres,36370,36,46.56434266830588,1.112711951837387
36115,Menetou Sur Nahon,36210,36,47.22652685456878,1.6373367276396134
36116,Menetreols Sous Vatan,36150,36,47.013832313069386,1.8336558650165906
36118,Meobecq,36500,36,46.74530071307608,1.410618661170433
36119,Merigny,36220,36,46.63273139856412,0.933672278803895
36120,Mers Sur Indre,36230,36,46.66892313332479,1.8692626282555613
36121,Meunet Planches,36100,36,46.84814536525946,1.983019026530109
36122,Meunet Sur Vatan,36150,36,47.09066011797069,1.857936693790259
36123,Mezieres En Brenne,36290,36,46.80804354486603,1.256992524473124
36124,Migne,36800,36,46.71470293568979,1.300266366471312
36125,Migny,36260,36,47.01891558004101,2.055208654679849
36126,Montchevrier,36140,36,46.48040334920648,1.754908371152471
36127,Montgivray,36400,36,46.59547625661696,1.974567936591685
36128,Montierchaume,36130,36,46.865958016429104,1.774097017745217
36129,Montipouret,36230,36,46.657760201325274,1.909281568220679
36130,Montlevicq,36400,36,46.58087240856983,2.08340835120897
36131,Mosnay,36200,36,46.622970421670686,1.6256329025917036
36133,Mouhers,36340,36,46.564706812453764,1.7787684295753345
36134,Mouhet,36170,36,46.38482396128568,1.4478289605467336
36135,Moulins Sur Cephons,36110,36,47.006325744616326,1.563425425863491
36136,Murs,36700,36,46.923606574319045,1.160437402028709
36137,Neons Sur Creuse,36220,36,46.729528847597535,0.909657917131328
36138,Neret,36400,36,46.57246909529276,2.143038054236023
36139,Neuillay Les Bois,36500,36,46.76029507022372,1.480710554688419
