city_code,city_name,postal_code,department_code,latitude,longitude
2B002,Aghione,20270,2B,42.09341975178843,9.406407424799742
2B003,Aiti,20244,2B,42.40263167520828,9.228410763146607
2B005,Alando,20212,2B,42.308294687821515,9.289941358396213
2B007,Albertacce,20224,2B,42.31450708333082,8.927747393256169
2B009,Aleria,20270,2B,42.09929943740563,9.49721051318589
2B010,Algajola,20220,2B,42.60507647690623,8.858717803826412
2B012,Altiani,20251,2B,42.21980708568101,9.276596064794107
2B013,Alzi,20212,2B,42.31334660275342,9.317501040424048
2B015,Ampriani,20272,2B,42.253670762047186,9.356571472579077
2B016,Antisanti,20270,2B,42.1570123122068,9.386120789607368
2B020,Aregno,20220,2B,42.594278980726834,8.876451473521904
2B023,Asco,20276,2B,42.43860612800738,8.992365572945186
2B025,Avapessa,20225,2B,42.55924185148571,8.896234345076477
2B029,Barbaggio,20253,2B,42.68264778757043,9.363603707883518
2B030,Barrettali,20228,2B,42.87316068441491,9.361388754472234
2B033,Bastia,20200,2B,42.686133280839094,9.424009461520114
2B034,Belgodere,20226,2B,42.60845027671583,9.019578663540766
2B036,Bigorno,20252,2B,42.52741903038963,9.304392713447097
2B037,Biguglia,20620,2B,42.61328683872273,9.440092701468163
2B039,Bisinchi,20235,2B,42.48156712132903,9.31369355695928
2B042,Borgo,20290,2B,42.58088096247358,9.454595378252481
2B043,Brando,20222,2B,42.77711717402056,9.452702970442463
2B045,Bustanico,20212,2B,42.32603902020621,9.311231411312544
2B046,Cagnano,20228,2B,42.87250611734739,9.443106067779368
2B047,Calacuccia,20224,2B,42.32417571970457,9.034456396920215
2B049,Calenzana,20214,2B,42.47357591179458,8.786358968456362
2B050,Calvi,20260,2B,42.549806528361856,8.761142331063324
2B051,Cambia,20244,2B,42.36703605085541,9.302991688062086
2B052,Campana,20229,2B,42.3891895734455,9.34175557869401
2B053,Campi,20270,2B,42.2679824710834,9.424010774470698
2B054,Campile,20290,2B,42.49470217933528,9.357515449263694
2B055,Campitello,20252,2B,42.527227882215925,9.327861801829318
2B057,Canale Di Verde,20230,2B,42.26344117233271,9.499665197218121
2B058,Canari,20217,2B,42.83931424069002,9.350557317706784
2B059,Canavaggia,20235,2B,42.498767765407926,9.234109698636702
2B063,Carcheto Brustico,20229,2B,42.35536326468598,9.359255845047851
2B067,Carpineto,20229,2B,42.35613303934609,9.379340417276463
2B068,Carticasi,20244,2B,42.3484971825733,9.305228286512564
2B069,Casabianca,20237,2B,42.44672707614603,9.374752737065618
2B072,Casalta,20215,2B,42.43673125316596,9.425813133493802
2B073,Casamaccioli,20224,2B,42.283196085205546,8.982757069590395
2B074,Casanova,20250,2B,42.25891150888917,9.150249753408042
2B075,Casevecchie,20270,2B,42.13675251653203,9.367767987377867
2B077,Castellare Di Casinca,20213,2B,42.47180324036921,9.500307587322737
2B078,Castellare Di Mercurio,20212,2B,42.31215393513712,9.243925211566165
2B079,Castello Di Rostino,20235,2B,42.47317177703649,9.296679513766293
2B080,Castifao,20218,2B,42.53083932909018,9.133865764618411
2B081,Castiglione,20218,2B,42.4083688300185,9.112916452446353
2B082,Castineta,20218,2B,42.42537354405866,9.273239579133762
