city_code,city_name,postal_code,department_code,latitude,longitude
93001,Aubervilliers,93300,93,48.912813490783165,2.388560936984655
93005,Aulnay Sous Bois,93600,93,48.94574570335385,2.491802419571205
93006,Bagnolet,93170,93,48.8670978967392,2.425244589600911
93008,Bobigny,93000,93,48.90732164446126,2.4431691377964264
93010,Bondy,93140,93,48.90360830203885,2.4846433581924057
93014,Clichy Sous Bois,93390,93,48.9080973418526,2.543170935352876
93015,Coubron,93470,93,48.91729660045171,2.57587829016998
93029,Drancy,93700,93,48.92503214168167,2.4446002225159296
93030,Dugny,93440,93,48.949351431625686,2.4255067349030854
93031,Epinay Sur Seine,93800,93,48.95444054009549,2.317174317805021
93032,Gagny,93220,93,48.88262943106835,2.5450461445924963
93033,Gournay Sur Marne,93460,93,48.86069072792005,2.5760891440485008
93039,L Ile St Denis,93450,93,48.94629846338645,2.322195826458922
93027,La Courneuve,93120,93,48.93408027749875,2.3986180302854114
93007,Le Blanc Mesnil,93150,93,48.9371563307213,2.457581664015475
93013,Le Bourget,93350,93,48.93783987919075,2.4287090885755047
93061,Le Pre St Gervais,93310,93,48.88404103212545,2.405443841298813
93062,Le Raincy,93340,93,48.895855611973104,2.5196015651182244
93045,Les Lilas,93260,93,48.88205748354551,2.420708859073668
93057,Les Pavillons Sous Bois,93320,93,48.906984436390864,2.5057435974772186
93046,Livry Gargan,93190,93,48.91839454905862,2.535106271203055
93047,Montfermeil,93370,93,48.8976129285369,2.567799789358115
93048,Montreuil,93100,93,48.863748123737835,2.449055310191734
93049,Neuilly Plaisance,93360,93,48.86406689263245,2.5096523326317475
93050,Neuilly Sur Marne,93330,93,48.86445025229143,2.54186646462351
93051,Noisy Le Grand,93160,93,48.832658259918325,2.5559585447702866
93053,Noisy Le Sec,93130,93,48.89173292974824,2.457794034602906
93055,Pantin,93500,93,48.90055991638648,2.4085315512069467
93063,Romainville,93230,93,48.88487630059734,2.439124427144277
93064,Rosny Sous Bois,93110,93,48.874366984957305,2.487194305001109
93071,Sevran,93270,93,48.937790458135055,2.531092390085432
93066,St Denis,93200,93,48.93775653961411,2.3657026447463765
93070,St Ouen Sur Seine,93400,93,48.9118326646835,2.332875518988021
93072,Stains,93240,93,48.95779521474289,2.386850115700181
93073,Tremblay En France,93290,93,48.97435783366845,2.5480862939600355
93074,Vaujours,93410,93,48.933841580448316,2.5799474326753495
93077,Villemomble,93250,93,48.88658204010367,2.508544390725498
93078,Villepinte,93420,93,48.9560446662667,2.532331477015117
93079,Villetaneuse,93430,93,48.95740273418603,2.3441209285385964
